Title,Link
胃泌素瘤,https://jbk.39.net/wmsl/
肝功能受损,https://jbk.39.net/zhengzhuang/ggnss/
大腿肌肉萎缩,https://jbk.39.net/zhengzhuang/dtjrws/
脑干损伤,https://jbk.39.net/ngss/
胸廓出口综合征,https://jbk.39.net/xkckzhz/
心源性猝死,https://jbk.39.net/csxgxb/
肛门闭锁,https://jbk.39.net/gmbs/
肠瘘,https://jbk.39.net/cl1/
腹膜后肿瘤,https://jbk.39.net/fmhzl/
外伤性股骨头坏死,https://jbk.39.net/wsxggths/
灼痛,https://jbk.39.net/zs3/
腹膜间皮瘤,https://jbk.39.net/fmjpl/
出血性膀胱炎,https://jbk.39.net/cxxbgy/
腹腔镜胆囊切除术,https://jbk.39.net/shoushu/fqjdnqcs/
骨刺形成,https://jbk.39.net/zhengzhuang/gcxc/
颌骨囊肿,https://jbk.39.net/hgnz/
腰骶部或下腰部疼痛,https://jbk.39.net/zhengzhuang/ydbhxybtt/
肾盂癌,https://jbk.39.net/sya/
腕管综合征,https://jbk.39.net/zhengzhuang/wgzhz/
小儿遗尿,https://jbk.39.net/xeyn/
肺转移瘤,https://jbk.39.net/fzyl/
肛门周围癌,https://jbk.39.net/gmzwa/
小儿脑积水,https://jbk.39.net/xenjs/
颈椎椎管狭窄症,https://jbk.39.net/jzzgxzz/
手部肌腱损伤,https://jbk.39.net/sbjjss/
胃良性肿瘤,https://jbk.39.net/wlxzl/
腰疼,https://jbk.39.net/zhengzhuang/yt6/
急性腹膜炎,https://jbk.39.net/jxfmy/
霉菌性龟头炎,https://jbk.39.net/mjxgty/
直肠子宫内膜异位症,https://jbk.39.net/zczgnmywz/
尿路结石,https://jbk.39.net/zhengzhuang/nljs/
脂膜炎,https://jbk.39.net/zhengzhuang/zmy/
心室内传导阻滞,https://jbk.39.net/xsncdzz/
心脏扩大,https://jbk.39.net/zhengzhuang/xzkd/
肛门指检,https://jbk.39.net/jiancha/gmzj/
充血,https://jbk.39.net/zhengzhuang/cx/
上颌窦恶性肿瘤,https://jbk.39.net/shdexzl/
婴儿脐疝,https://jbk.39.net/yeqs/
慢性胆管炎,https://jbk.39.net/mxdgy/
丘脑出血,https://jbk.39.net/zhengzhuang/qncx/
肩关节活动受限,https://jbk.39.net/zhengzhuang/jgjhdsx/
窦性停搏,https://jbk.39.net/dxtb/
胫骨平台骨折,https://jbk.39.net/jgptgz/
老年人泌尿系统感染,https://jbk.39.net/lnrmnxtgr/
多重肺部感染,https://jbk.39.net/dzfbgr/
髋关节积液,https://jbk.39.net/zhengzhuang/kgjjy/
颅内压增高,https://jbk.39.net/zhengzhuang/lnyzg/
膀胱输尿管反流,https://jbk.39.net/bgsngfl/
椎管狭窄症,https://jbk.39.net/zgxzz/
乳头的乳头状瘤,https://jbk.39.net/rtdrtzl/
输尿管狭窄,https://jbk.39.net/zhengzhuang/sngxz/
直肠肛门内胀痛不适,https://jbk.39.net/zhengzhuang/zcgmnztbs/
关节积液,https://jbk.39.net/zhengzhuang/gjjy/
直肠膨出,https://jbk.39.net/zcpc/
肝腹水,https://jbk.39.net/zhengzhuang/gfs/
精囊恶性肿瘤,https://jbk.39.net/jnexzl/
腰椎退化,https://jbk.39.net/zhengzhuang/yzth/
膈疝,https://jbk.39.net/gs1/
乳头发炎,https://jbk.39.net/zhengzhuang/rtfy/
关节响痛,https://jbk.39.net/zhengzhuang/gjxt/
食管胃底静脉曲张及其破裂出血,https://jbk.39.net/sgwdjmqzjqplcx/
颌骨癌,https://jbk.39.net/hga/
膀胱脱垂,https://jbk.39.net/bgtc/
化脓性关节炎,https://jbk.39.net/hnxgjy/
骨纤维异常增殖症,https://jbk.39.net/gxwyczzz/
肺部肿块,https://jbk.39.net/zhengzhuang/fbzk1/
手指尖痛或触痛,https://jbk.39.net/zhengzhuang/szjthct/
肱骨内上髁炎,https://jbk.39.net/ggnsky/
胆管结石与胆管炎,https://jbk.39.net/dgjsydgy/
乳头样增生变化,https://jbk.39.net/zhengzhuang/rtyzsbh/
正中神经损伤,https://jbk.39.net/zzsjss/
溃疡外观呈菜花样,https://jbk.39.net/zhengzhuang/kywgcchy/
心室间隔缺损,https://jbk.39.net/xsjgqs/
骨巨细胞瘤,https://jbk.39.net/gjxbl/
多睾症,https://jbk.39.net/dgz/
无痛性尿血,https://jbk.39.net/zhengzhuang/wtxnx/
原发性癫痫,https://jbk.39.net/yfxdx/
脑挫裂伤,https://jbk.39.net/ncls/
粪便性状,https://jbk.39.net/jiancha/fbxz/
结痂,https://jbk.39.net/zhengzhuang/jj3/
阴囊癌,https://jbk.39.net/yna/
颅内海绵状血管瘤,https://jbk.39.net/lnhmzxgl/
乳晕深部可扪及肿块,https://jbk.39.net/zhengzhuang/rysbkmjzk/
肛周肿瘤,https://jbk.39.net/gzzl/
胸壁结核,https://jbk.39.net/xbjh/
积乳囊肿,https://jbk.39.net/jrnz/
壶腹周围癌,https://jbk.39.net/hfzwa/
肛门括约肌松弛,https://jbk.39.net/zhengzhuang/gmkyjsc/
老年人甲状腺癌,https://jbk.39.net/lnrjzxa/
背脊痛,https://jbk.39.net/zhengzhuang/bjt/
踝关节软骨损伤,https://jbk.39.net/hgjrgss/
颈椎增生,https://jbk.39.net/zhengzhuang/jzzs/
腰肌痉挛,https://jbk.39.net/zhengzhuang/yjjl/
肝积水,https://jbk.39.net/zhengzhuang/gjs/
骶骨囊肿,https://jbk.39.net/zhengzhuang/dgnz/
肩峰下滑囊炎,https://jbk.39.net/jfxhny/
胆源性急性胰腺炎,https://jbk.39.net/dyxjxyxy/
无症状性菌尿,https://jbk.39.net/zhengzhuang/wzzxjn/
前列腺脓肿,https://jbk.39.net/qlxnz1/
膀胱与尿道结石,https://jbk.39.net/bgyndjs/
切口疝,https://jbk.39.net/qks/
先天性马蹄内翻足,https://jbk.39.net/xtxmtnfz/
多发性大动脉炎,https://jbk.39.net/dfxddmy/
CT检查,https://jbk.39.net/jiancha/ctjc/
前十字韧带损伤,https://jbk.39.net/qszrdss/
额叶癫痫,https://jbk.39.net/eydx/
挤压综合征,https://jbk.39.net/jyzhz/
酒精性股骨头坏死,https://jbk.39.net/jjxggths/
食管反流症状,https://jbk.39.net/zhengzhuang/sgflzz/
脑脓肿,https://jbk.39.net/nnz/
人工股骨头置换术,https://jbk.39.net/shoushu/rgggtzhs/
胆道蛔虫病,https://jbk.39.net/ddhcb/
尿道刺痒,https://jbk.39.net/zhengzhuang/ndcy/
精子凝集,https://jbk.39.net/zhengzhuang/jznj/
风湿寒性关节痛,https://jbk.39.net/tfxgjtzhz/
动脉炎,https://jbk.39.net/dmy/
小脑扁桃体下疝,https://jbk.39.net/xnbttxs/
共济失调,https://jbk.39.net/zhengzhuang/gjst2/
胃扭转,https://jbk.39.net/wnz/
褐色尿,https://jbk.39.net/zhengzhuang/hsn/
肾母细胞瘤,https://jbk.39.net/smxbl/
先天性肥厚性幽门狭窄,https://jbk.39.net/xtxfhxymxz/
尿道口有白膜形成,https://jbk.39.net/zhengzhuang/ndkybmxc/
血栓性静脉炎,https://jbk.39.net/xsxjmy/
老年大便失禁,https://jbk.39.net/lndbsj/
乳房结核,https://jbk.39.net/rfjh/
膀胱憩室,https://jbk.39.net/bgqs/
电烧伤,https://jbk.39.net/dss/
胃损伤,https://jbk.39.net/wss/
甲状舌骨囊肿切除术,https://jbk.39.net/shoushu/jzsgnzqc/
老年急性阑尾炎,https://jbk.39.net/lnjxlwy/
急性胆源性胰腺炎,https://jbk.39.net/jxdyxyxy/
偏瘫,https://jbk.39.net/zhengzhuang/pt/
腰背刺痛,https://jbk.39.net/zhengzhuang/ybct/
胆囊胆固醇沉着症,https://jbk.39.net/dndgcczz/
大肠类癌,https://jbk.39.net/dcla/
髋关节发育不良,https://jbk.39.net/zhengzhuang/kgjfybl/
脑外伤,https://jbk.39.net/nws/
肠穿孔,https://jbk.39.net/zhengzhuang/cck/
新生儿胆红素脑病,https://jbk.39.net/xsedhsnb/
肱骨髁上骨折,https://jbk.39.net/ggksgz/
颅后窝室管膜瘤,https://jbk.39.net/lhwsgml/
乳房单纯囊肿,https://jbk.39.net/rfdcnz/
十二指肠类癌,https://jbk.39.net/sezcla/
结节性多动脉炎,https://jbk.39.net/jjxddmy/
包皮垢,https://jbk.39.net/zhengzhuang/bpg/
恶性胸腔积液,https://jbk.39.net/exxqjy/
夜尿增多,https://jbk.39.net/zhengzhuang/ynzd/
感染性肋软骨炎,https://jbk.39.net/grxlrgy/
胸腰椎压缩性骨折,https://jbk.39.net/zhengzhuang/xyzysxgz/
脑病,https://jbk.39.net/nb/
二尖瓣脱垂综合征,https://jbk.39.net/ejbtczhz/
复杂性尿路感染,https://jbk.39.net/zhengzhuang/fzxnlgr/
神志不清,https://jbk.39.net/zhengzhuang/szbq/
胸骨下端压痛,https://jbk.39.net/zhengzhuang/xgxdyt/
复发性风湿病,https://jbk.39.net/ffxfsb/
胃糜烂,https://jbk.39.net/zhengzhuang/wml/
头皮结痂,https://jbk.39.net/zhengzhuang/tpjj/
风湿性二尖瓣狭窄,https://jbk.39.net/fsxejbxz/
阴茎离断伤,https://jbk.39.net/yjlds/
乳腺脂肪肉瘤,https://jbk.39.net/rxzfrl/
腰背的持续隐痛,https://jbk.39.net/zhengzhuang/ybdcxyt/
肩背部肌肉痛,https://jbk.39.net/zhengzhuang/jbbjrt/
烧伤感染,https://jbk.39.net/ssgr/
十二指肠腺癌,https://jbk.39.net/sezcxa/
气管食管瘘,https://jbk.39.net/qgsgl/
尿潴留,https://jbk.39.net/zhengzhuang/nzl/
湿疹样癌,https://jbk.39.net/szya/
绝经后骨质疏松,https://jbk.39.net/jjhgzss/
乳房或乳头未发育,https://jbk.39.net/zhengzhuang/rfhrtwfy/
应激性溃疡,https://jbk.39.net/yjxky/
婴儿脑积水,https://jbk.39.net/xtxnjs/
输尿管结石,https://jbk.39.net/sngjs/
食管肿瘤,https://jbk.39.net/sgzl/
女性膀胱颈梗阻,https://jbk.39.net/nxbgjgz/
慢性劳损性颈背部筋膜纤维织炎,https://jbk.39.net/mxlsxjbbjmxwzy/
腓骨近端骨折,https://jbk.39.net/fgjdgz/
乳房外湿疹样癌,https://jbk.39.net/rfwszya/
遗传性乳腺癌-卵巢癌综合征,https://jbk.39.net/ycxrxalcazhz/
甲周炎,https://jbk.39.net/zhengzhuang/jzy/
萎缩性咽炎,https://jbk.39.net/wsxyy/
颅脑MRI,https://jbk.39.net/jiancha/lnmrijc/
纤维肌痛症,https://jbk.39.net/xwjtz/
空气栓塞,https://jbk.39.net/kqss/
脑外伤后综合征,https://jbk.39.net/nwshzhz/
脊神经根炎,https://jbk.39.net/jsjgy/
脑脊液漏,https://jbk.39.net/njyl/
颅底骨折,https://jbk.39.net/ldgz/
痔出血,https://jbk.39.net/zhengzhuang/zcx/
大肠腺瘤,https://jbk.39.net/dcxl/
脑干肿瘤,https://jbk.39.net/ngzl/
浸渍足,https://jbk.39.net/jzz/
小脑出血,https://jbk.39.net/zhengzhuang/xncx/
会阴疝,https://jbk.39.net/hys/
感染性腹泻,https://jbk.39.net/grxfx/
肺真菌病,https://jbk.39.net/fzjb/
肾切除术,https://jbk.39.net/shoushu/sqcs/
食欲较差,https://jbk.39.net/zhengzhuang/syjc/
脑缺血性疾病,https://jbk.39.net/nqxxjb/
肛管直肠周围脓肿,https://jbk.39.net/ggzczwnz/
肺炎性假瘤,https://jbk.39.net/fyxjl/
烫伤,https://jbk.39.net/zhengzhuang/ts1/
耻骨上痛,https://jbk.39.net/zhengzhuang/cgst/
血气胸,https://jbk.39.net/xqx1/
脊椎病,https://jbk.39.net/jzb2/
肘关节脱位,https://jbk.39.net/zgjtw/
胆囊肿瘤,https://jbk.39.net/dnzl/
尾痛症,https://jbk.39.net/wtz/
开放性手外伤,https://jbk.39.net/kfxsws/
皮下血肿,https://jbk.39.net/zhengzhuang/pxxz/
精神萎靡,https://jbk.39.net/zhengzhuang/jswm/
泌尿道肿瘤,https://jbk.39.net/mndzl/
颌骨骨折,https://jbk.39.net/hggz/
三角肌疼痛,https://jbk.39.net/zhengzhuang/sjjtt/
急性胃痛,https://jbk.39.net/zhengzhuang/jxwt/
尿道口有红斑和水肿,https://jbk.39.net/zhengzhuang/ndkyhbhsz/
肾钙化,https://jbk.39.net/zhengzhuang/sgh/
肱二头肌长头腱鞘炎,https://jbk.39.net/getjztjqy/
脓尿,https://jbk.39.net/zhengzhuang/nn/
室性心动过速,https://jbk.39.net/sxxdgs/
大便血液,https://jbk.39.net/jiancha/fbxy/
颌骨骨髓炎,https://jbk.39.net/hggsy/
胃恶性淋巴瘤,https://jbk.39.net/wexlbl/
动脉硬化性闭塞症,https://jbk.39.net/dmyhxbsz/
胃酸减少,https://jbk.39.net/zhengzhuang/wsjs/
干性坐骨神经痛,https://jbk.39.net/zhengzhuang/gxzgsjt1/
乙肝表面抗体（抗HBs）阳性,https://jbk.39.net/zhengzhuang/ygbmktkhbsyx/
缩窄性心包炎,https://jbk.39.net/szxxby/
创伤性肘关节炎,https://jbk.39.net/csxzgjy/
急性结石性胆囊炎,https://jbk.39.net/jxjsxdny/
亚急性感染性心内膜炎,https://jbk.39.net/yjxgrxxnmy/
颈部淋巴结切除术,https://jbk.39.net/shoushu/jblbjqcs/
手臂肌肉拉伤,https://jbk.39.net/zhengzhuang/sbjrls/
老年人肺栓塞,https://jbk.39.net/lnrfss/
上腹部压痛,https://jbk.39.net/zhengzhuang/sfbyt/
驼背,https://jbk.39.net/zhengzhuang/tb/
尿流变细或中断,https://jbk.39.net/zhengzhuang/nlbxhzd/
肌电图,https://jbk.39.net/jiancha/jdt/
结肠憩室病,https://jbk.39.net/jcqsb/
肠镜,https://jbk.39.net/jiancha/cj/
白色尿液,https://jbk.39.net/zhengzhuang/bsny/
酒精性心肌病,https://jbk.39.net/jjxxjb/
剧烈头痛,https://jbk.39.net/zhengzhuang/jltt/
氟骨症,https://jbk.39.net/fgz/
麻痹性肠梗阻,https://jbk.39.net/mbxcgz/
软骨发育不全,https://jbk.39.net/rgfybq/
胃肠道出血,https://jbk.39.net/zhengzhuang/wcdcx/
髂骨致密性骨炎,https://jbk.39.net/qgzmxgy/
经尿道前列腺电切术,https://jbk.39.net/shoushu/jndqlxdqs/
颈背疼痛,https://jbk.39.net/zhengzhuang/jbtt2/
食管黏膜损伤,https://jbk.39.net/sgnmss/
软组织肿瘤,https://jbk.39.net/rzzzl/
骨样骨瘤,https://jbk.39.net/gygl/
淋巴管肌瘤,https://jbk.39.net/lbgjl/
肝腺瘤,https://jbk.39.net/gxl/
胃石,https://jbk.39.net/wsz/
肝脏类癌,https://jbk.39.net/gzla/
鼻溢液,https://jbk.39.net/zhengzhuang/byy/
跖骨骨折,https://jbk.39.net/zggz/
枕叶癫痫,https://jbk.39.net/zydx/
右胁疼痛,https://jbk.39.net/zhengzhuang/yxtt/
乳腺隐痛,https://jbk.39.net/zhengzhuang/rxyt/
股骨头骨折,https://jbk.39.net/ggtgz1/
急性腐蚀性胃炎,https://jbk.39.net/jxfsxwy/
右腰部压痛,https://jbk.39.net/zhengzhuang/yybyt/
断指再植,https://jbk.39.net/dzzz1/
坏死性筋膜炎,https://jbk.39.net/hsxjmy/
膀胱损伤,https://jbk.39.net/bgss/
阴囊炎性癌,https://jbk.39.net/ynyxa/
成骨不全,https://jbk.39.net/cgbq/
骶髂关节扭伤,https://jbk.39.net/dqgjns/
食管损伤,https://jbk.39.net/sgss/
老年人脂肪肝,https://jbk.39.net/lnrzfg/
肌腱囊肿,https://jbk.39.net/zhengzhuang/jjnz/
外伤性白内障,https://jbk.39.net/wsxbnz/
嗜酸性筋膜炎,https://jbk.39.net/ssxjmy/
小腿腓部肌肉疼痛和压痛,https://jbk.39.net/zhengzhuang/xtfbjrtthyt/
脊髓小脑变性症,https://jbk.39.net/jsxnbxz/
白喉性心肌炎,https://jbk.39.net/bhxxjy/
尾骨骨折与脱位,https://jbk.39.net/wggzytw/
膝盖扭伤,https://jbk.39.net/zhengzhuang/xgns/
肺部少见的恶性肿瘤,https://jbk.39.net/fbsjdexzl/
无菌性肋软骨炎,https://jbk.39.net/wjxlrgy/
老年人膀胱癌,https://jbk.39.net/lnrbga/
下肢浅静脉曲张,https://jbk.39.net/zhengzhuang/xzqjmqz/
老年人胸腔积液与胸膜炎,https://jbk.39.net/lnrxqjyyxmy/
纵隔气肿,https://jbk.39.net/zgqz/
激素性股骨头坏死,https://jbk.39.net/jsxggths/
食管囊肿,https://jbk.39.net/sgnz/
顽固性便秘,https://jbk.39.net/zhengzhuang/wgxbm/
尺桡骨干骨折,https://jbk.39.net/crgggz/
十字韧带损伤,https://jbk.39.net/szrdss/
绝经期尿路感染,https://jbk.39.net/jjqnlgr/
股神经损伤,https://jbk.39.net/gsjss/
肱骨外科颈骨折,https://jbk.39.net/ggwkjgz/
罗圈腿,https://jbk.39.net/zhengzhuang/oxt/
便秘伴腹部包块,https://jbk.39.net/zhengzhuang/bmbfbbk/
缺血性结肠炎,https://jbk.39.net/qxxjcy/
食管异物,https://jbk.39.net/sgyw/
寄生虫性尿路感染,https://jbk.39.net/jscxnlgr/
髋臼骨折,https://jbk.39.net/kjgz/
高血压性心肌病,https://jbk.39.net/gxyxxjb/
脊椎结核,https://jbk.39.net/jzjh/
下背部酸痛,https://jbk.39.net/zhengzhuang/xbbst/
肌腱粘连,https://jbk.39.net/zhengzhuang/jjzl/
高弓足,https://jbk.39.net/ggz/
弥漫性食管痉挛,https://jbk.39.net/mmxsgjl/
剥脱性骨软骨炎,https://jbk.39.net/btxgrgy/
肺隔离症,https://jbk.39.net/fglz/
听力减退,https://jbk.39.net/zhengzhuang/tljt/
丙氨酸氨基转移酶(ALT）,https://jbk.39.net/jiancha/basajzymalt/
胃类癌瘤,https://jbk.39.net/wlal/
冻结肩,https://jbk.39.net/zhengzhuang/djj/
心肌肥厚,https://jbk.39.net/zhengzhuang/xjfh/
维生素C,https://jbk.39.net/jiancha/wssc/
原发气管支气管肿瘤,https://jbk.39.net/yfqgzqgzl/
胃溃疡性穿孔,https://jbk.39.net/wkyxck/
桡骨骨折,https://jbk.39.net/rggz/
乳溢,https://jbk.39.net/ry/
腹部CT,https://jbk.39.net/jiancha/fbct/
麻痹性臂丛神经炎,https://jbk.39.net/mbxbcsjy/
二尖瓣、主动脉瓣和三尖瓣的合并疾患,https://jbk.39.net/ejbzdmbhsjbdhbjh/
阴茎结核,https://jbk.39.net/yjjh/
距骨骨折,https://jbk.39.net/jggz/
心音异常,https://jbk.39.net/zhengzhuang/xyyc/
肝内胆管结石,https://jbk.39.net/zhengzhuang/gndgjs/
新生儿佝偻病,https://jbk.39.net/xseglb/
关节肿大,https://jbk.39.net/zhengzhuang/gjzd/
乳痛症,https://jbk.39.net/zhengzhuang/rtz/
耻骨直肠肌综合征,https://jbk.39.net/cgzcjzhz/
黄韧带肥厚,https://jbk.39.net/zhengzhuang/hrdfh/
乳腺湿疹样癌,https://jbk.39.net/rxszya/
输精管缺如,https://jbk.39.net/sjgqr/
扭伤,https://jbk.39.net/zhengzhuang/ns/
钝挫伤,https://jbk.39.net/dcs/
肌腱拉伤,https://jbk.39.net/zhengzhuang/jjls/
股四头肌损伤,https://jbk.39.net/zhengzhuang/gstjss/
网膜炎,https://jbk.39.net/wmy/
心脏血管超声检查,https://jbk.39.net/jiancha/xzxgcsjc/
颌下间隙感染,https://jbk.39.net/hxjxgr/
颅骨缺损,https://jbk.39.net/lgqs/
多系统器官功能衰竭,https://jbk.39.net/dxtqggnsj/
乳房硬化,https://jbk.39.net/zhengzhuang/rfyh/
爆震性耳聋,https://jbk.39.net/bzxel/
慢性骨髓炎,https://jbk.39.net/mxgsy/
血压下降,https://jbk.39.net/zhengzhuang/xyxj/
手足徐动症,https://jbk.39.net/szxdz/
肝脏局灶性结节性增生,https://jbk.39.net/gzjzxjjxzs/
老年人食管癌,https://jbk.39.net/lnrsga/
桥脑梗塞,https://jbk.39.net/zhengzhuang/qngs/
胸透,https://jbk.39.net/jiancha/xbts/
头皮血肿,https://jbk.39.net/tpxz/
儿童遗粪症,https://jbk.39.net/etyfz/
中枢神经系统感染,https://jbk.39.net/zssjxtgr/
阴囊坏疽,https://jbk.39.net/ynhj/
膝关节脱位,https://jbk.39.net/xgjtw/
胆囊切除术,https://jbk.39.net/shoushu/dnqcs/
坐骨直肠窝脓肿,https://jbk.39.net/zgzcwnz/
二尖瓣脱垂,https://jbk.39.net/zhengzhuang/ejbtc/
吞气症,https://jbk.39.net/tqz/
小儿腹股沟斜疝,https://jbk.39.net/xefggxs/
胃脂肪瘤,https://jbk.39.net/wzfl/
急性水肿型胰腺炎,https://jbk.39.net/jxszxyxy/
恶性间皮瘤,https://jbk.39.net/mmxxmjpl/
胸椎侧弯,https://jbk.39.net/zhengzhuang/xzcw/
上腹及腰背部有“束带感”,https://jbk.39.net/zhengzhuang/sfjybbysdg/
肠系膜上动脉栓塞,https://jbk.39.net/cxmsdmss/
门静脉血栓形成,https://jbk.39.net/mjmxsxc/
疮疡,https://jbk.39.net/cy1/
直肠闭锁,https://jbk.39.net/zcbs/
眼眶骨折,https://jbk.39.net/ykgz/
髌股关节软骨损伤,https://jbk.39.net/bggjrgss/
肱骨骨折,https://jbk.39.net/gggz2/
环状肉芽肿,https://jbk.39.net/zhengzhuang/hzryz/
肠系膜肿瘤,https://jbk.39.net/cxmzl/
肩背部沉重感,https://jbk.39.net/zhengzhuang/jbbczg/
无睾症,https://jbk.39.net/wgz/
原发性硬化性胆管炎,https://jbk.39.net/yfxyhxdgy/
附睾畸形,https://jbk.39.net/fgjx/
乳糜胸,https://jbk.39.net/rmx/
老年静脉血栓症,https://jbk.39.net/lnjmxsz/
骶髂关节结核,https://jbk.39.net/dqgjjh/
下尺桡关节脱位,https://jbk.39.net/xcrgjtw/
膈肌麻痹,https://jbk.39.net/gjmb/
闭合性气胸,https://jbk.39.net/bhxqx/
闭眼单脚站立,https://jbk.39.net/jiancha/bydjzl/
上肢深静脉血栓形成,https://jbk.39.net/szsjmxsxc/
肠出血,https://jbk.39.net/zhengzhuang/ccx/
急性肠梗阻,https://jbk.39.net/jxcgz1/
膈肌肿瘤,https://jbk.39.net/gjzl/
第２肋软骨痛,https://jbk.39.net/zhengzhuang/dlrgt/
血管肉瘤,https://jbk.39.net/xgrl/
阿洪病,https://jbk.39.net/ahb/
足舟状骨骨软骨病,https://jbk.39.net/zzzggrgb/
直肠内套叠,https://jbk.39.net/zcntd/
门静脉高压症,https://jbk.39.net/mjmgyz/
神经元肿瘤和神经元与神经胶质混合性肿瘤,https://jbk.39.net/sjyzlhsjyysjjzhhxzl/
肱骨大结节骨折,https://jbk.39.net/ggdjjgz/
尿道与阴茎结核,https://jbk.39.net/ndyyjjh/
臂痛,https://jbk.39.net/zhengzhuang/bt1/
乳腺纤维肉瘤,https://jbk.39.net/rxxwrl/
化脓性指头炎,https://jbk.39.net/hnxzty/
脊柱弯曲,https://jbk.39.net/zhengzhuang/jzwq/
结肠类癌,https://jbk.39.net/jcla/
Alagille综合征,https://jbk.39.net/alagillezhz/
脂肪栓塞综合征,https://jbk.39.net/zfsszhz/
股骨骨折,https://jbk.39.net/gggz1/
小儿结核性脑膜炎,https://jbk.39.net/xejhxnmy/
胸大肌外侧缘处如花生米大小的肿块,https://jbk.39.net/zhengzhuang/xdjwcycrhsmdxdzk/
老年人原发性肝癌,https://jbk.39.net/lnryfxga/
尺骨鹰嘴骨折,https://jbk.39.net/cgyzgz/
颅内占位性病变引起的头痛,https://jbk.39.net/lnzwxbbyqdtt/
膀胱结核,https://jbk.39.net/bgjh/
向心性肥胖,https://jbk.39.net/zhengzhuang/xxxfp/
软骨肉瘤,https://jbk.39.net/rgrl/
颈性眩晕,https://jbk.39.net/zhengzhuang/jxxy/
乳汁淤积,https://jbk.39.net/zhengzhuang/rzyj/
顶叶癫痫,https://jbk.39.net/dydx/
胫骨结节骨软骨病,https://jbk.39.net/jgjjgrgb/
白线疝,https://jbk.39.net/bxs/
颈部血管瘤,https://jbk.39.net/jbxgl/
膀胱白斑病,https://jbk.39.net/bgbbb/
胃平滑肌瘤,https://jbk.39.net/wphjl/
左下腹压痛,https://jbk.39.net/zhengzhuang/zxfyt/
锁骨下动脉盗血综合征,https://jbk.39.net/sgxdmdxzhz/
肾发育不全,https://jbk.39.net/sfybq/
骨蒸,https://jbk.39.net/gz2/
颈椎变形,https://jbk.39.net/zhengzhuang/jzbx/
肘外翻,https://jbk.39.net/zwf/
输尿管扩张,https://jbk.39.net/zhengzhuang/sngkz/
先天性斜颈,https://jbk.39.net/xtxxj/
颈动脉痛,https://jbk.39.net/zhengzhuang/jdmt/
心肺栓塞,https://jbk.39.net/zhengzhuang/xfss/
脚气病性心脏病,https://jbk.39.net/jqbxxzb/
神经胶质瘤,https://jbk.39.net/sjjzl/
尿后滴沥,https://jbk.39.net/zhengzhuang/nhdl/
尿道口粘连,https://jbk.39.net/zhengzhuang/ndkzl/
肝母细胞瘤,https://jbk.39.net/gmxbl1/
上皮样肉瘤,https://jbk.39.net/spyrl/
肠扭转,https://jbk.39.net/cnz/
成人腹股沟斜疝,https://jbk.39.net/crfggxs/
胸主动脉夹层动脉瘤,https://jbk.39.net/xzdmjcdml/
腰部僵直感,https://jbk.39.net/zhengzhuang/ybjzg/
颞部疼痛,https://jbk.39.net/zhengzhuang/nbtt/
胃粘膜充血,https://jbk.39.net/zhengzhuang/wzmcx/
缺血性坏死,https://jbk.39.net/qxxhs/
椎间盘脱出,https://jbk.39.net/zhengzhuang/zjptc/
上腹部肿块及腹胀,https://jbk.39.net/zhengzhuang/sfbzkjfz/
急性心包炎,https://jbk.39.net/jxxby/
女性尿瘘,https://jbk.39.net/nxnl/
乳腺钙化,https://jbk.39.net/zhengzhuang/rxgh/
心脏肿瘤,https://jbk.39.net/xzzl/
颅骨骨瘤,https://jbk.39.net/lggl/
肾区压痛,https://jbk.39.net/zhengzhuang/sqyt/
前列腺分泌物含有许多脓缩细胞,https://jbk.39.net/zhengzhuang/qlxfmwhyxdnsxb/
手酸,https://jbk.39.net/zhengzhuang/ss1/
排尿疼痛,https://jbk.39.net/zhengzhuang/pntt/
张力性气胸,https://jbk.39.net/zlxqx/
脊髓栓系综合征,https://jbk.39.net/jssxzhz/
颈部脊髓损伤,https://jbk.39.net/jbjsss/
胃黏膜脱垂,https://jbk.39.net/wnmtc/
寰枢关节脱位,https://jbk.39.net/hsgjtw/
老年人肝硬化,https://jbk.39.net/lnrgyh/
复发性多软骨炎,https://jbk.39.net/ffxdrgy/
左、右腰腹痛,https://jbk.39.net/zhengzhuang/zyyft/
创伤性口炎,https://jbk.39.net/csxky/
肛旁脓肿,https://jbk.39.net/zhengzhuang/gpnz/
新生儿先天性胆道闭锁,https://jbk.39.net/xsextxddbs/
创伤,https://jbk.39.net/zhengzhuang/cs/
腕舟状骨骨折,https://jbk.39.net/wzzggz/
阴囊损伤,https://jbk.39.net/ynss/
胁肋灼痛,https://jbk.39.net/zhengzhuang/xlzt/
腰椎骨质增生,https://jbk.39.net/zhengzhuang/yzgc/
前列腺硬结,https://jbk.39.net/zhengzhuang/qlxyj/
颈肩痛,https://jbk.39.net/zhengzhuang/jjt/
髋关节结核,https://jbk.39.net/kgjjh/
原发性下肢静脉瓣膜关闭不全,https://jbk.39.net/yfxxzjmbmgbbq/
右下腹压痛,https://jbk.39.net/zhengzhuang/yxfyt/
白细胞尿,https://jbk.39.net/zhengzhuang/bxbn/
先天性肺囊肿,https://jbk.39.net/xtxfnz/
脖子扭痛,https://jbk.39.net/zhengzhuang/bznt/
颧骨骨折,https://jbk.39.net/qggz/
自身免疫抗体检测,https://jbk.39.net/jiancha/zsmyktjc/
